asset_plant_id,fleet_number,number_plate,fleet_description,owner_id,chassis_number,year_of_manufacture,colour,current_smr_index,engine_number,engine_capacity_cc,current_site_id,current_contract_id,ledger_code,tank_capacity_litres,capacity_tons,capacity_m3_loose,capacity_m3_tight,maximum_consumption,minimum_consumption,maximum_smr_on_full_tank,request_weekly_mileage,sent,current_location,plant_subcategory_id,plant_category_id,make_id,model_id,current_operator_id,track_consumption,track_smr_reading,driver_or_operator,horse_or_trailer,smr_reader_type,fuel_type,is_prime_mover,created_by
106,CG01,,Chipspreader Tailgate,1,NULL,NULL,,1,,NULL,NULL,NULL,25023,NULL,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,NONE,NONE,MIGRATION
107,CG02,,Chipspreader Tailgate,1,NULL,NULL,,1,,NULL,NULL,NULL,25023,NULL,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,NONE,NONE,MIGRATION
108,CG03,,Chipspreader Tailgate,1,NULL,NULL,,1,,NULL,NULL,NULL,25023,NULL,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,NONE,NONE,MIGRATION
109,CG04,,Chipspreader Tailgate,1,NULL,NULL,,1,,NULL,NULL,NULL,25023,NULL,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,NONE,NONE,MIGRATION
110,CG05,,Chipspreader Tailgate,1,NULL,NULL,,1,,NULL,NULL,NULL,25023,NULL,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,NONE,NONE,MIGRATION
115,CP01,,Compressor ARDEN AIR 10HP,1,NULL,0,,1,,NULL,NULL,NULL,25006,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,7,13,19,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
116,CP02,,Compressor - ____ cfm,1,NULL,NULL,,1,,NULL,NULL,NULL,25006,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,7,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
117,CP03,,Compressor Field Air CPRD8270 - 35 cfm,1,NULL,NULL,,1,,NULL,NULL,NULL,25006,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,7,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
118,CP04,,Compressor CPNC 15 10 - ____ cfm,1,NULL,NULL,,1,,NULL,NULL,NULL,25006,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,7,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
119,CP05,COMP05,U/K Compressor,1,NULL,NULL,,1,,NULL,NULL,NULL,25006,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,7,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
120,CP06,COMP06,U/K Compressor,1,NULL,NULL,,1,,NULL,NULL,NULL,25006,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,7,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
121,CP07,COMP07,U/K Compressor,1,NULL,NULL,,1,,NULL,NULL,NULL,25006,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,7,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
122,CP08,,"Compressor - Atlas Copco, PG600, 600CFM",1,NULL,NULL,,1,,NULL,3,69,25006,293,NULL,15,12,0,0,1000,0,0,Harare,NULL,7,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
123,CP09,,Compressor 3HP Arden,1,NULL,NULL,,1,,NULL,NULL,NULL,25006,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,7,13,19,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
124,CR01,,McCloskey International J45 Jaw Crusher,1,NULL,NULL,,1,REH09222,NULL,1,182,NULL,636,NULL,15,12,24,20,1000,0,0,Harare,NULL,8,14,20,632,TRUE,TRUE,NONE,NONE,HOUR,DIESEL,NONE,MIGRATION
125,CR02,,McCloskey International C38R V2Â Cone Crusher,1,NULL,NULL,,1,REH13980,NULL,1,182,NULL,635,NULL,15,12,36,32,1000,0,0,Harare,NULL,8,14,20,632,TRUE,TRUE,NONE,NONE,HOUR,DIESEL,NONE,MIGRATION
126,CR03,,McCloskey International S190 3-Deck Screener,1,NULL,NULL,,1,W2303750,NULL,1,182,NULL,399,NULL,15,12,16,12,1000,0,0,Harare,NULL,8,14,20,632,TRUE,TRUE,NONE,NONE,HOUR,DIESEL,NONE,MIGRATION
127,CR04,,Pilot Crushtec AC 210 Twister Track Mobile VSI Crusher,1,NULL,NULL,,1,LGK23168,NULL,NULL,NULL,NULL,500,NULL,15,12,46,42,1000,0,0,Harare,NULL,8,15,NULL,NULL,TRUE,TRUE,NONE,NONE,HOUR,DIESEL,NONE,MIGRATION
128,CS01,,Chipspreader Etnyre,1,NULL,NULL,,1,,NULL,1,121,25023,500,NULL,15,12,5,2,1000,0,0,Harare,NULL,9,NULL,NULL,145,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
129,CS02,,Chipspreader Phoenix,1,NULL,NULL,,1,,NULL,NULL,NULL,25023,500,NULL,15,12,5,2,1000,0,0,Harare,NULL,9,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
130,CX01,,Concrete Mixer - ___ Ltr (CM01),1,NULL,NULL,,1,,NULL,NULL,NULL,25027,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,PETROL,NONE,MIGRATION
131,CX02,,Concrete Mixer - ___ Ltr (CM02),1,NULL,NULL,,1,,NULL,NULL,NULL,25027,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,PETROL,NONE,MIGRATION
132,CX03,,Concrete Mixer - ___ Ltr (CM03),1,NULL,NULL,,1,,NULL,NULL,NULL,25027,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,PETROL,NONE,MIGRATION
133,CX04,,Concrete Mixer - ___ Ltr (CM04),1,NULL,NULL,,1,,NULL,NULL,NULL,25027,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,PETROL,NONE,MIGRATION
134,CX05,,Concrete Mixer - 150 Ltr (CM05),1,NULL,NULL,,1,,NULL,NULL,NULL,25027,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,PETROL,NONE,MIGRATION
135,CX06,,Concrete Mixer - TM400PH  400 Ltr,1,NULL,0,,1,13002,NULL,NULL,NULL,25027,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,16,21,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,PETROL,NONE,MIGRATION
136,CX07,,Concrete Mixer - TM400PH  400 Ltr,1,NULL,NULL,,1,,NULL,1,76,25027,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,DAY,PETROL,NONE,MIGRATION
137,CX08,,Concrete Mixer - TM400PH  400 Ltr,1,NULL,NULL,,1,,NULL,NULL,NULL,25027,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,PETROL,NONE,MIGRATION
138,CX09,,Concrete Mixer - TM400PH  400 Ltr,1,NULL,0,,1,13014,NULL,7,76,25027,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,17,22,NULL,FALSE,TRUE,DRIVER,NONE,DAY,PETROL,NONE,MIGRATION
139,CX10,,Concrete Mixer - TM400PH  400 Ltr,1,NULL,NULL,,1,,NULL,1,86,25027,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,DAY,PETROL,NONE,MIGRATION
140,D01,,NULL,1,NULL,NULL,NULL,1,PEZ00116,NULL,NULL,NULL,NULL,424,NULL,15,12,28,22,1000,0,0,Harare,NULL,10,18,23,NULL,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
141,D02,,NULL,1,NULL,NULL,NULL,1,,NULL,18,60,NULL,450,NULL,15,12,27,23,1000,0,0,Harare,NULL,10,19,24,NULL,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
142,D03,,"Dozer Shantui SD16 (16,0t ,120kw )",1,NULL,NULL,,1,,NULL,1,121,NULL,315,NULL,15,12,20,16,1000,0,0,Harare,NULL,10,19,25,2582,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
143,D04,,NULL,1,NULL,NULL,NULL,1,41288567,NULL,NULL,NULL,NULL,450,NULL,15,12,27,23,1000,0,0,Harare,NULL,10,19,24,NULL,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
144,D05,,"Dozer Shantui SD22 (23,6t ,162kw )",1,NULL,NULL,,1,,NULL,1,121,NULL,450,NULL,15,12,27,23,1000,0,0,Harare,NULL,10,19,25,1041,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
145,D06,,"Dozer CAT D6R2 (18,9t ,148kw )",1,NULL,NULL,,1,,NULL,1,268,NULL,424,NULL,15,12,28,24,1000,0,0,Harare,NULL,10,18,26,1460,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
146,DC02,ex Group Five,Bitumen Decanter,1,NULL,NULL,,1,,NULL,NULL,NULL,25057,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,FALSE,MIGRATION
147,DC03,NEW to arrive,Bitumen Decanter,1,NULL,NULL,,1,,NULL,NULL,NULL,25057,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,FALSE,MIGRATION
148,EA01,,Earth Auger Stihl BT130,1,NULL,NULL,,1,,NULL,NULL,NULL,25035,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,11,16,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
152,ED04,,Magnetic Drill - Turner Morris,1,NULL,NULL,,1,,NULL,NULL,NULL,25012,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
153,EX01,,Excavator JCB JS205 - 20 ton,1,NULL,NULL,,2,,NULL,1,121,NULL,343,NULL,15,12,16,12,1000,0,0,Harare,NULL,11,NULL,27,252,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
154,EX02,,"Excavator Hyundai R60-9s (Tracked) - 5,7 ton",1,NULL,NULL,,1,,NULL,1,268,NULL,125,NULL,15,12,6,4,1000,0,0,Harare,NULL,11,10,14,1506,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
155,EX03,,"Excavator Hyundai R60-9s (Tracked) - 5,7 ton",1,NULL,NULL,,2,,NULL,7,123,NULL,125,NULL,15,12,6,4,1000,0,0,Harare,NULL,11,10,14,530,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
156,EX04,,Excavator Hyundai R300LC 9S E3 - 30 ton,1,NULL,NULL,,1,,NULL,1,121,NULL,500,NULL,15,12,16,12,1000,0,0,Harare,NULL,11,10,14,216,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
157,EX05,,Excavator CAT 320 - 20 ton,1,NULL,NULL,,1,,NULL,1,60,NULL,345,NULL,15,12,16,12,1000,0,0,Harare,NULL,11,18,26,1862,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
158,EX06,,"Excavator Hyundai R60-9s (Tracked) - 5,7 ton",1,NULL,NULL,,1,,NULL,0,121,NULL,125,NULL,15,12,6,4,1000,0,0,Harare,NULL,11,10,14,60,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
159,EX07,,Excavator Hyundai R300LC 9S E3 - 30 ton,1,NULL,NULL,,1,,NULL,0,183,NULL,500,NULL,15,12,22,18,1000,0,0,Harare,NULL,11,10,14,1862,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
160,EX08,,Excavator JCB JS305 LC - 30 ton,1,NULL,NULL,,1,,NULL,1,268,NULL,590,NULL,15,12,22,18,1000,0,0,Harare,NULL,11,20,27,1861,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
161,EX09,,Excavator Hyundai R380LC-9S - 38 ton,1,NULL,NULL,,1,,NULL,1,182,NULL,550,NULL,15,12,22,18,1000,0,0,Harare,NULL,11,10,14,1509,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
162,EX10,,Excavator JCB JS305 LC - 30 ton,1,NULL,NULL,,1,,NULL,1,270,NULL,590,NULL,15,12,22,18,1000,0,0,Harare,NULL,11,20,27,2211,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
163,FK01,,Forklift Toyota 8FD25,1,NULL,NULL,,1,,NULL,1,121,NULL,45,NULL,15,12,2,1,1000,0,0,Harare,NULL,12,1,1,663,FALSE,TRUE,OPERATOR,NONE,HOUR,DIESEL,NONE,MIGRATION
166,FL03,,Lighting Plant (Trailer Mounted),1,NULL,NULL,,1,T35045092,NULL,1,121,25012,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,13,NULL,NULL,561,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
167,FL04,,Lighting Plant (Mobile),1,NULL,NULL,,1,6JETRAMLTCLLO2252,NULL,1,121,25012,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,13,NULL,NULL,1942,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
168,FP01,,Bulk Fuel Pump Diesel Driven,1,NULL,0,Blue/Grey,1,INV NO.0471221,NULL,NULL,NULL,25053,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,21,28,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
169,GC02,,Grass Trimmer,1,NULL,NULL,,1,,NULL,NULL,NULL,25012,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,12,17,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
170,GC04,,Grass Trimmer,1,NULL,NULL,,1,,NULL,NULL,NULL,25012,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
171,GC06,,Grass Trimmer,1,NULL,NULL,,1,,NULL,NULL,NULL,25012,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
172,GC07,,Grass Trimmer,1,NULL,NULL,,1,,NULL,NULL,NULL,25012,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
173,GC09,,Grass Trimmer,1,NULL,NULL,,1,,NULL,NULL,NULL,25012,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
174,GC10,,Grass Trimmer,1,NULL,NULL,,1,,NULL,NULL,NULL,25012,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
176,GC11,,Grass Trimmer,1,NULL,NULL,,1,,NULL,NULL,NULL,25012,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
177,GC12,,Grass Trimmer,1,NULL,NULL,,1,,NULL,NULL,NULL,25012,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
178,GS01,,Generator - _______ - 23 kVa ( Harare W/shop ),1,NULL,NULL,,1,,NULL,NULL,NULL,25033,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,14,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
179,GS02,,Generator - Kippor 6500t - ___ kVa,1,NULL,NULL,,1,,NULL,NULL,NULL,25033,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,14,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
180,GS03,,Generator - ___ - ___ kVa,1,NULL,NULL,,1,,NULL,NULL,NULL,25033,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,14,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
181,GS04,,"Generator - Gentec ___ - 2,5 kVa ( Laboratory )",1,NULL,NULL,,1,,NULL,NULL,NULL,25033,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,14,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
182,GS05,,Generator Volvo - 315/350 kVa ( DAP ),1,NULL,NULL,,1,H9579,NULL,1,152,25033,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,14,22,29,217,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
183,GS06,,Generator - Blue Nexus - ___ kVa (small ?),1,NULL,NULL,,1,,NULL,NULL,NULL,25033,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,14,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
185,GS07,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,1000,0,0,Harare,NULL,14,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
188,GS09,,Generator Stamford - 350 kVa,1,NULL,NULL,,1,,NULL,1,153,NULL,500,NULL,15,12,4,3,1000,0,0,Harare,NULL,14,23,NULL,1795,TRUE,TRUE,NONE,NONE,HOUR,DIESEL,NONE,MIGRATION
190,GS11,,NULL,1,NULL,NULL,NULL,1,,NULL,NULL,NULL,NULL,150,NULL,15,12,4,3,1000,0,0,Harare,NULL,14,15,NULL,NULL,TRUE,TRUE,NONE,NONE,HOUR,DIESEL,NONE,MIGRATION
191,GS12,,Generator Kippor KDE6500T - 5 kVa,1,NULL,NULL,,1,,NULL,NULL,NULL,25033,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,14,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
192,GS13,,Generator Kippor KDE6500T - 5 kVa,1,NULL,NULL,,1,,NULL,NULL,NULL,25033,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,14,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
193,GS14,,Generator Kippor KDE6500T - 5 kVa,1,NULL,NULL,,1,,NULL,NULL,NULL,25033,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,14,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
194,GS15,,Generator Kippor KDE6500T - 5 kVa,1,NULL,NULL,,1,,NULL,NULL,NULL,25033,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,14,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
195,GS16,,Generator Kippor KDE6500T - 5 kVa,1,NULL,NULL,,1,,NULL,NULL,NULL,25033,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,14,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
196,GS17,,Generator Kippor KDE6500T - 5 kVa,1,NULL,NULL,,1,,NULL,NULL,NULL,25033,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,14,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
197,GS18,,Generator FG Wilson PEP24 - 100KVA,1,NULL,NULL,,1,,NULL,1,88,NULL,250,NULL,15,12,10,8,1000,0,0,Harare,NULL,14,24,NULL,596,TRUE,TRUE,NONE,NONE,HOUR,DIESEL,NONE,MIGRATION
198,GS19,,Generator FG Wilson PEP24 - 100KVA,1,NULL,NULL,,1,,NULL,1,88,NULL,250,NULL,15,12,10,8,1000,0,0,Harare,NULL,14,24,NULL,596,TRUE,TRUE,NONE,NONE,HOUR,DIESEL,NONE,MIGRATION
199,GS20,,Generator JCB G20QS 18 KVA,1,NULL,NULL,,1,,NULL,1,121,NULL,80,NULL,15,12,2,1,1000,0,0,Harare,NULL,14,20,27,1401,TRUE,TRUE,NONE,NONE,HOUR,DIESEL,NONE,MIGRATION
200,GS21,,Generator - AJ Power Diesel - 50 kVa,1,NULL,NULL,,1,,NULL,1,121,NULL,80,NULL,15,12,6,5,1000,0,0,Harare,NULL,14,25,NULL,168,TRUE,TRUE,NONE,NONE,HOUR,DIESEL,NONE,MIGRATION
201,GS22,,Generator Sincro 400Kva - AP14 Gen,1,NULL,NULL,,1,,NULL,1,153,NULL,1000,NULL,15,12,12,10,1000,0,0,Harare,NULL,14,22,NULL,1795,TRUE,TRUE,NONE,NONE,HOUR,DIESEL,NONE,MIGRATION
202,HJCB01,,Epaderm TLB = 35 RTGS / hr,1,NULL,NULL,,1,,NULL,53,82,25017,128,NULL,15,12,6,4,1000,0,0,Harare,NULL,34,NULL,NULL,312,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,TRUE,MIGRATION
203,HJCB02,,Epaderm TLB = 35 RTGS / hr,1,NULL,NULL,,1,,NULL,1,121,25017,128,NULL,15,12,6,4,1000,0,0,Harare,NULL,34,NULL,NULL,1597,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,TRUE,MIGRATION
204,HS01,,Bitumen Hand Spray Trolley,1,NULL,NULL,,1,,NULL,NULL,NULL,25039,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,NONE,NONE,MIGRATION
205,HS02,,Bitumen Hand Spray Trolley,1,NULL,NULL,,1,,NULL,NULL,NULL,25039,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,NONE,NONE,MIGRATION
206,HS03,,Bitumen Hand Spray Trolley,1,NULL,NULL,,1,,NULL,NULL,NULL,25039,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,NONE,NONE,MIGRATION
207,HS04,,Bitumen Hand Spray Trolley,1,NULL,NULL,,1,,NULL,NULL,NULL,25039,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,NONE,NONE,MIGRATION
208,JC02,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,350,NULL,NULL,NULL,7,3,1000,0,0,Harare,NULL,34,NULL,NULL,NULL,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
209,JC03,,NULL,1,NULL,NULL,NULL,1,,NULL,NULL,NULL,NULL,0,NULL,15,12,9,3,1000,0,0,Harare,NULL,34,20,27,NULL,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
210,JC04,,"TLB - JCB 3DX Super ( 7,8 t , 1,1 m3 bucket )",1,NULL,NULL,,1,,NULL,1,270,NULL,128,NULL,15,12,6,4,1000,0,0,Harare,NULL,34,20,27,1131,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
211,JC05,,"TLB - JCB 3DX Super ( 7,8 t , 1,1 m3 bucket )",1,NULL,NULL,,1,,NULL,1,68,NULL,128,NULL,15,12,6,4,1000,0,0,Harare,NULL,34,20,27,1768,TRUE,TRUE,OPERATOR,NONE,HOUR,DIESEL,TRUE,MIGRATION
212,JH01,,Jack Hammer,1,NULL,NULL,,1,,NULL,NULL,NULL,25035,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,NONE,NONE,MIGRATION
213,JH02,,Jack Hammer,1,NULL,NULL,,1,,NULL,NULL,NULL,25035,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,NONE,NONE,MIGRATION
214,JH03,,Jack Hammer,1,NULL,NULL,,1,,NULL,NULL,NULL,25035,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,NONE,NONE,MIGRATION
217,JJ01,,Tamper Bomag BT65/4 - 68 kg,1,NULL,NULL,,1,,NULL,NULL,NULL,25025,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,26,30,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,PETROL,NONE,MIGRATION
218,JJ02,,Tamper Bomag BT65/4 - 68 kg,1,NULL,NULL,,1,,NULL,NULL,NULL,25025,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,26,30,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,PETROL,NONE,MIGRATION
219,JJ03,,Tamper Bomag BT65/4 - 68 kg,1,NULL,NULL,,1,,NULL,NULL,NULL,25025,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,26,30,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,PETROL,NONE,MIGRATION
220,JJ04,,Tamper Bomag BT65/4 - 68 kg,1,NULL,NULL,,1,,NULL,NULL,NULL,25025,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,26,30,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,PETROL,NONE,MIGRATION
221,JJ05,,Tamper Bomag BT65/4 - 68 kg,1,NULL,NULL,,1,,NULL,NULL,NULL,25025,500,NULL,15,12,0,0,1000,0,0,Harare,NULL,NULL,26,30,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,PETROL,NONE,MIGRATION
