asset_plant_service_reading_id,asset_plant_id,next_service_smr_reading,estimated_units_per_day,estimated_next_service_date,latest_smr_readings,service_interval,last_service_date,latest_smr_date,last_service_smr,service_unit,created_by,created_date,last_modified_by,last_modified_date
1054,1213,749000,NULL,NULL,741537,15000,NULL,15/5/2025,734000,KILOMETER,MIGRATION,,,
1055,1214,7250,4,24/6/2025,7114,250,15/4/2025,19/5/2025,7000,HOURS,MIGRATION,,,
1056,1215,7500,3,9/6/2025,7436,250,27/3/2025,20/5/2025,7250,HOURS,MIGRATION,,,
1057,1216,8500,3,8/6/2025,8435,250,25/10/2024,19/5/2025,8250,HOURS,MIGRATION,,,
1058,1217,5500,1,14/9/2025,5377,250,26/3/2024,14/5/2025,5250,HOURS,MIGRATION,,,
1059,1218,2000,2,30/5/2025,1966,250,28/11/2024,16/5/2025,1750,HOURS,MIGRATION,,,
1060,1219,2750,4,1/6/2025,2707,250,9/4/2025,20/5/2025,2500,HOURS,MIGRATION,,,
1061,1220,4000,3,30/6/2025,3876,250,29/4/2025,19/5/2025,3750,HOURS,MIGRATION,,,
1062,1221,3753,6,23/6/2025,3559,250,3/5/2025,19/5/2025,3503,HOURS,MIGRATION,,,
1063,1222,3500,2,26/7/2025,3331,250,12/12/2024,19/5/2025,3250,HOURS,MIGRATION,,,
1064,1223,4000,3,21/8/2028,0,250,29/1/2025,19/5/2025,3750,HOURS,MIGRATION,,,
1065,1224,7250,3,2/7/2025,7126,250,9/10/2024,19/5/2025,7000,HOURS,MIGRATION,,,
1066,1225,7000,3,15/1/2025,6772,250,12/9/2024,22/10/2024,6750,HOURS,MIGRATION,,,
1067,1226,2750,4,27/5/2025,2719,250,30/3/2025,19/5/2025,2500,HOURS,MIGRATION,,,
1068,1227,3000,5,19/5/2025,3008,250,11/3/2025,19/5/2025,2750,HOURS,MIGRATION,,,
1069,1228,2750,4,19/5/2025,2755,250,17/5/2025,19/5/2025,2500,HOURS,MIGRATION,,,
1070,1229,126000,103,16/7/2025,120010,10000,1/5/2025,19/5/2025,116000,KILOMETER,MIGRATION,,,
1071,1230,3750,4,17/6/2025,3640,250,15/4/2025,19/5/2025,3500,HOURS,MIGRATION,,,
1072,1231,4500,5,8/7/2025,4237,250,19/5/2025,19/5/2025,4250,HOURS,MIGRATION,,,
1073,1232,4250,5,24/5/2025,4226,250,29/1/2025,19/5/2025,4000,HOURS,MIGRATION,,,
1074,1233,2500,24,22/5/2025,2440,250,12/4/2025,19/5/2025,2250,HOURS,MIGRATION,,,
1075,1234,2500,5,22/5/2025,2492,250,29/4/2025,20/5/2025,2250,HOURS,MIGRATION,,,
1076,1235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1077,1236,5750,1,14/8/2025,5646,250,10/12/2024,19/5/2025,5500,HOURS,MIGRATION,,,
1078,1237,5750,1,25/12/2025,5530,250,15/5/2025,19/5/2025,5500,HOURS,MIGRATION,,,
1079,1238,4500,5,15/6/2025,4367,250,7/5/2025,19/5/2025,4250,HOURS,MIGRATION,,,
1080,1239,4250,4,22/6/2025,4097,250,8/5/2025,19/5/2025,4000,HOURS,MIGRATION,,,
1081,1240,4250,5,24/6/2025,4077,250,11/5/2025,19/5/2025,4000,HOURS,MIGRATION,,,
1082,1241,4000,4,12/7/2025,3770,250,15/5/2025,19/5/2025,3750,HOURS,MIGRATION,,,
1083,1242,4250,5,3/7/2025,4045,250,14/5/2025,19/5/2025,4000,HOURS,MIGRATION,,,
1084,1243,4000,5,15/6/2025,3876,250,30/4/2025,19/5/2025,3750,HOURS,MIGRATION,,,
1085,1244,3250,4,6/7/2025,3040,250,15/5/2025,19/5/2025,3000,HOURS,MIGRATION,,,
1086,1245,4000,5,4/7/2025,3778,250,15/5/2025,19/5/2025,3750,HOURS,MIGRATION,,,
1087,1246,5250,6,20/6/2025,5076,250,9/4/2025,20/5/2025,5000,HOURS,MIGRATION,,,
1088,1247,5250,6,18/6/2025,5079,250,7/5/2025,20/5/2025,5000,HOURS,MIGRATION,,,
1089,1248,5500,6,8/6/2025,5385,250,1/5/2025,20/5/2025,5250,HOURS,MIGRATION,,,
1090,1249,5488,6,13/6/2025,5349,250,6/5/2025,20/5/2025,5238,HOURS,MIGRATION,,,
1091,1250,2500,3,5/6/2025,2452,250,24/2/2025,19/5/2025,2250,HOURS,MIGRATION,,,
1092,1251,2250,3,19/5/2025,2278,250,13/2/2025,19/5/2025,2000,HOURS,MIGRATION,,,
1093,1252,1250,1,22/8/2025,1142,250,26/9/2024,19/5/2025,1000,HOURS,MIGRATION,,,
1094,1253,3000,4,29/6/2025,2836,250,22/3/2025,19/5/2025,2750,HOURS,MIGRATION,,,
1095,1254,3000,4,4/6/2025,2934,250,12/4/2025,19/5/2025,2750,HOURS,MIGRATION,,,
1096,1255,3250,4,13/7/2025,3023,250,16/5/2025,19/5/2025,3000,HOURS,MIGRATION,,,
1097,1256,2750,4,30/6/2025,2590,250,1/5/2025,19/5/2025,2500,HOURS,MIGRATION,,,
1098,1257,2500,4,26/7/2025,2241,250,17/5/2025,19/5/2025,2250,HOURS,MIGRATION,,,
1099,1258,2500,4,25/7/2025,2239,250,17/5/2025,19/5/2025,2250,HOURS,MIGRATION,,,
1100,1259,2500,4,11/6/2025,2405,250,29/4/2025,19/5/2025,2250,HOURS,MIGRATION,,,
1101,1260,2779,4,10/7/2025,2558,250,15/5/2025,19/5/2025,2529,HOURS,MIGRATION,,,
1102,1261,2750,4,20/7/2025,2485,250,16/5/2025,19/5/2025,2500,HOURS,MIGRATION,,,
1103,1262,2750,5,21/6/2025,2596,250,6/5/2025,19/5/2025,2500,HOURS,MIGRATION,,,
1104,1263,2750,4,5/7/2025,2548,250,16/4/2025,20/5/2025,2500,HOURS,MIGRATION,,,
1105,1264,2500,4,27/6/2025,2333,250,3/4/2025,16/5/2025,2250,HOURS,MIGRATION,,,
1106,1265,2750,4,17/7/2025,2501,250,19/5/2025,20/5/2025,2500,HOURS,MIGRATION,,,
1107,1266,2750,4,28/6/2025,2587,250,30/4/2025,20/5/2025,2500,HOURS,MIGRATION,,,
1108,1267,2500,6,24/6/2025,2301,250,12/5/2025,20/5/2025,2250,HOURS,MIGRATION,,,
1109,1268,2500,6,23/6/2025,2311,250,12/5/2025,20/5/2025,2250,HOURS,MIGRATION,,,
1110,1269,2504,6,29/6/2025,2281,250,14/5/2025,20/5/2025,2254,HOURS,MIGRATION,,,
1111,1270,2500,6,12/6/2025,2370,250,5/5/2025,20/5/2025,2250,HOURS,MIGRATION,,,
1112,1271,2498,6,25/5/2025,2468,250,23/4/2025,20/5/2025,2248,HOURS,MIGRATION,,,
1113,1272,2500,6,1/6/2025,2424,250,8/4/2025,19/5/2025,2250,HOURS,MIGRATION,,,
1114,1273,2000,5,29/5/2025,1956,250,14/4/2025,20/5/2025,1750,HOURS,MIGRATION,,,
1115,1274,2500,6,29/5/2025,2443,250,14/4/2025,19/5/2025,2250,HOURS,MIGRATION,,,
1116,1275,2500,6,2/6/2025,2419,250,6/4/2025,19/5/2025,2250,HOURS,MIGRATION,,,
1117,1276,2245,5,15/6/2025,2114,250,2/5/2025,20/5/2025,1995,HOURS,MIGRATION,,,
1118,1277,2740,6,4/6/2025,2637,250,29/4/2025,19/5/2025,2490,HOURS,MIGRATION,,,
1119,1278,2250,5,9/6/2025,2141,250,24/4/2025,19/5/2025,2000,HOURS,MIGRATION,,,
1120,1279,2500,5,2/8/2025,2106,250,5/5/2025,19/5/2025,2250,HOURS,MIGRATION,,,
1121,1280,2250,5,22/6/2025,2074,250,23/4/2025,19/5/2025,2000,HOURS,MIGRATION,,,
1122,1281,2250,5,30/6/2025,2044,250,13/5/2025,20/5/2025,2000,HOURS,MIGRATION,,,
1123,1282,2500,5,1/7/2025,2250,250,28/4/2025,16/5/2025,2250,HOURS,MIGRATION,,,
1124,1283,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1125,1284,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1126,1285,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1127,1286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1128,1287,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1129,1288,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1130,1289,3250,3,27/7/2025,3062,250,7/5/2025,20/5/2025,3000,HOURS,MIGRATION,,,
1131,1290,4358,3,1/8/2025,4122,250,1/5/2025,20/5/2025,4108,HOURS,MIGRATION,,,
1132,1291,1250,5,28/6/2025,1054,250,23/10/2024,20/5/2025,1000,HOURS,MIGRATION,,,
1133,1292,4000,4,26/5/2025,3970,250,30/3/2025,19/5/2025,3750,HOURS,MIGRATION,,,
1134,1293,3500,4,9/6/2025,3412,250,23/2/2025,19/5/2025,3250,HOURS,MIGRATION,,,
1135,1294,3000,3,11/7/2025,2821,250,25/4/2025,19/5/2025,2750,HOURS,MIGRATION,,,
1136,1295,3243,4,24/6/2025,3088,250,29/4/2025,20/5/2025,2993,HOURS,MIGRATION,,,
1137,1296,2997,4,7/7/2025,2823,250,3/5/2025,20/5/2025,2747,HOURS,MIGRATION,,,
1138,1297,1750,4,1/6/2025,1689,250,7/12/2024,17/5/2025,1500,HOURS,MIGRATION,,,
1139,1298,1000,3,12/6/2025,925,250,28/3/2025,19/5/2025,750,HOURS,MIGRATION,,,
1140,1299,10000,NULL,NULL,NULL,10000,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
1141,1300,10000,NULL,NULL,NULL,10000,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
1142,1301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1143,1302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1144,1303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1145,1304,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1146,1305,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1147,1306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1148,1307,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1149,1308,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1150,1309,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1151,1310,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1152,1311,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1153,1312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1154,1313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1155,1314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1156,1315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1157,1316,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1158,1317,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1159,1318,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1160,1319,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1161,1320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1162,1321,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1163,1322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1164,1323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1165,1324,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1166,1325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1167,1326,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1168,1327,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1169,1328,500,1,3/7/2025,447,250,NULL,19/5/2025,250,HOURS,MIGRATION,,,
1170,1329,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1171,1330,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1172,1331,NULL,NULL,NULL,0,NULL,NULL,17/5/2025,NULL,DAY,MIGRATION,,,
1173,1332,NULL,NULL,NULL,0,NULL,NULL,3/2/2025,NULL,DAY,MIGRATION,,,
1174,1333,NULL,NULL,NULL,0,NULL,NULL,20/5/2025,NULL,DAY,MIGRATION,,,
1175,1334,NULL,NULL,NULL,0,NULL,NULL,17/5/2025,NULL,DAY,MIGRATION,,,
1176,1335,NULL,NULL,NULL,0,NULL,NULL,17/4/2025,NULL,DAY,MIGRATION,,,
1177,1336,NULL,NULL,NULL,1146,NULL,NULL,19/5/2025,NULL,DAY,MIGRATION,,,
1178,1337,2250,2,5/9/2025,2016,250,15/12/2024,19/5/2025,2000,HOURS,MIGRATION,,,
1179,1349,1250,1,10/12/2025,1045,250,11/10/2024,19/5/2025,1000,HOURS,MIGRATION,,,
1180,1350,250,1,29/8/2025,148,250,12/8/2023,19/5/2025,NULL,HOURS,MIGRATION,,,
1181,1351,2250,1,4/11/2025,2006,250,16/4/2025,19/5/2025,2000,HOURS,MIGRATION,,,
1182,1352,1250,1,11/10/2025,1103,250,26/6/2024,17/5/2025,1000,HOURS,MIGRATION,,,
1183,1353,1500,2,18/7/2025,1405,250,1/12/2024,16/5/2025,1250,HOURS,MIGRATION,,,
1184,1354,1500,2,30/7/2025,1374,250,9/11/2024,17/5/2025,1250,HOURS,MIGRATION,,,
1185,1355,1500,2,25/6/2025,1435,250,1/4/2025,20/5/2025,1250,HOURS,MIGRATION,,,
1186,1356,1250,1,8/6/2025,1226,250,22/10/2024,19/5/2025,1000,HOURS,MIGRATION,,,
1187,1357,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1188,1358,NULL,6,NULL,0,NULL,NULL,13/12/2024,NULL,HOURS,MIGRATION,,,
1189,1359,1250,2,14/6/2025,1198,250,3/2/2025,19/5/2025,1000,HOURS,MIGRATION,,,
1190,1360,1000,2,18/6/2025,929,250,13/2/2025,19/5/2025,750,HOURS,MIGRATION,,,
1191,1361,500,1,25/5/2025,492,250,7/9/2024,19/5/2025,250,HOURS,MIGRATION,,,
1192,1362,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1193,1363,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1194,1364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1195,1365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1196,1366,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1197,1367,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1198,1368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1199,1369,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1200,1370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1201,1371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1202,1372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1203,1373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1204,1374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1205,1375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1206,1376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1207,1377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1208,1378,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1209,1379,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1210,1380,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1211,1381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1212,1382,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1213,1383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1214,1384,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1215,1385,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1216,1386,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1217,1387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1218,1388,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1219,1389,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1220,1390,1500,NULL,NULL,NULL,250,NULL,NULL,1250,HOURS,MIGRATION,,,
1221,1391,500,1,5/10/2025,355,250,11/12/2023,13/5/2025,250,HOURS,MIGRATION,,,
1222,1392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1223,1393,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1224,1394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1225,1395,NULL,NULL,NULL,3612,NULL,NULL,30/4/2025,NULL,HOURS,MIGRATION,,,
1226,1396,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1227,1397,NULL,NULL,NULL,6636,NULL,NULL,12/5/2025,NULL,NULL,MIGRATION,,,
1228,1398,NULL,NULL,NULL,1205,NULL,NULL,8/4/2025,NULL,HOURS,MIGRATION,,,
1229,1399,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1230,1400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1231,1401,21500,1,29/9/2025,21367,250,NULL,19/5/2025,21250,HOURS,MIGRATION,,,
1232,1402,NULL,NULL,NULL,24571,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
1233,1403,NULL,NULL,NULL,13703,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
1234,1404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1235,1405,NULL,NULL,NULL,44538,NULL,NULL,15/5/2025,NULL,HOURS,MIGRATION,,,
1236,1406,NULL,NULL,NULL,26571,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
1237,1407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1238,1408,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1239,1409,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1240,1410,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1241,1411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1242,1412,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1243,1413,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1244,1414,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1245,1415,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1246,1416,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1247,1417,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1248,1418,NULL,NULL,NULL,4323,NULL,NULL,13/5/2025,NULL,HOURS,MIGRATION,,,
1249,1419,NULL,NULL,NULL,27825,NULL,NULL,17/5/2025,NULL,HOURS,MIGRATION,,,
1250,1420,NULL,NULL,NULL,4047,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
1251,1421,NULL,NULL,NULL,3696,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
1252,1422,NULL,NULL,NULL,3075,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
1253,1423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1254,1424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1255,1425,NULL,NULL,NULL,0,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
1256,1426,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1257,1427,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1258,1428,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1259,1429,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1260,1430,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1261,1431,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1262,1432,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1263,1433,NULL,NULL,NULL,10860,NULL,NULL,22/2/2025,NULL,HOURS,MIGRATION,,,
1264,1434,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1265,1435,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1266,1436,NULL,NULL,NULL,15194,NULL,NULL,15/5/2025,NULL,HOURS,MIGRATION,,,
1267,1437,NULL,NULL,NULL,8194,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1268,1438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1269,1439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1270,1440,NULL,NULL,NULL,0,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1271,1441,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1272,1442,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1273,1443,NULL,NULL,NULL,14299,NULL,NULL,17/5/2025,NULL,HOURS,MIGRATION,,,
1274,1444,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1275,1445,NULL,NULL,NULL,14948,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
1276,1446,NULL,NULL,NULL,7330,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1277,1447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1278,1448,NULL,NULL,NULL,7250,NULL,NULL,11/3/2025,NULL,HOURS,MIGRATION,,,
1279,1449,NULL,NULL,NULL,4781,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1280,1450,NULL,NULL,NULL,2532,NULL,NULL,11/3/2025,NULL,HOURS,MIGRATION,,,
1281,1451,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1282,1452,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1283,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1284,1454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1285,1455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1286,1456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1287,1457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1288,1458,NULL,NULL,NULL,6715,NULL,NULL,19/2/2025,NULL,HOURS,MIGRATION,,,
1289,1459,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1290,1460,NULL,NULL,NULL,6791,NULL,NULL,11/3/2025,NULL,HOURS,MIGRATION,,,
1291,1461,NULL,NULL,NULL,9042,NULL,NULL,21/2/2025,NULL,HOURS,MIGRATION,,,
1292,1462,NULL,NULL,NULL,10909,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
1293,1463,NULL,NULL,NULL,4911,NULL,NULL,25/1/2025,NULL,HOURS,MIGRATION,,,
1294,1464,NULL,NULL,NULL,4307,NULL,NULL,11/3/2025,NULL,HOURS,MIGRATION,,,
1295,1465,NULL,NULL,NULL,3118,NULL,NULL,26/2/2025,NULL,HOURS,MIGRATION,,,
1296,1466,NULL,NULL,NULL,4250,NULL,NULL,11/3/2025,NULL,HOURS,MIGRATION,,,
1297,1467,NULL,NULL,NULL,21976,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
1298,1468,NULL,NULL,NULL,1971,NULL,NULL,19/12/2024,NULL,HOURS,MIGRATION,,,
1299,1469,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1300,1470,NULL,NULL,NULL,23296,NULL,NULL,11/3/2025,NULL,HOURS,MIGRATION,,,
1301,1471,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1302,1472,NULL,NULL,NULL,11414,NULL,NULL,5/12/2024,NULL,HOURS,MIGRATION,,,
1303,1473,NULL,NULL,NULL,14705,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1304,1474,NULL,NULL,NULL,4147,NULL,NULL,11/3/2025,NULL,HOURS,MIGRATION,,,
1305,1475,NULL,NULL,NULL,4107,NULL,NULL,2/3/2025,NULL,HOURS,MIGRATION,,,
1306,1476,NULL,NULL,NULL,3978,NULL,NULL,11/3/2025,NULL,HOURS,MIGRATION,,,
1307,1477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1308,1478,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1309,1479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1310,1480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1311,1481,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
